文本,文本1,文本2
,,
    對人體有輕微毒性        像其他一些金銀花品種一樣， 貫月忍冬可能具有毒性，可能對大量攝入它的人有害。食用這種植物的症狀通常很輕微，是由於植物的所有部分都可能含有毒素。症狀包括胃痛、灼痛、腹瀉、嘔吐和心律不齊。最壞的情況可能導致呼吸困難或昏迷。建議不要將此物種種植在兒童可能會在沒有意識到危險的情況下意外攝入植物有害部分的地方。    關於毒性的進一步資訊    ,,
    對人體有高度毒性        貫葉連翹可能會導致對植物過敏的人或正在服用可能與之發生反應的處方藥的人產生不良反應。植物的葉子和花朵，或含有它們的產品，會引起外用和內用的不良反應。過敏反應的症狀可能包括輕度至中度症狀，例如噁心、胃痛、食慾下降、腹瀉、頭暈、疲勞、頭痛、口乾、意識模糊、鎮靜、光敏性和煩躁不安。當與處方藥，尤其是抗精神病藥、抗抑鬱藥、抗凝藥和避孕藥聯合使用時， 貫葉連翹    關於毒性的進一步資訊    ,    對狗有毒   貫葉連翹對狗有輕度毒性。身體接觸植物的任何地上部分都可能導致接觸性皮炎，更嚴重的情況會導致皮膚潰瘍或水泡。攝入可能導致發燒、胃腸道不適和光敏性（這會導致對強光的厭惡——在極端情況下，可能會出現暫時性失明）。幸運的是，大多數貫葉連翹中毒的情況都很輕微，幾天后就會自行解決。    關於毒性的進一步資訊    ,    對貓有毒   貫葉連翹植物（ Hypericum perforatum ）的肉對貓來說是危險的，因為它會改變荷爾蒙平衡並導致它們行為不正常。即使只吃了少量的貓，也不要耽誤在獸醫醫院接受治療，因為即使咀嚼葉子也會造成不良影響。    關於毒性的進一步資訊    
,,
,,
,,
,,
    對人體有輕微毒性        如果接觸或攝入， 孤挺花可能會引起人類的毒性反應。這些反應通常很輕微，是由這種植物的汁液和球莖中含有的有毒生物鹼引起的。人類的症狀表現為由攝入引起的腹瀉和嘔吐，或由皮膚接觸引起的皮炎。 孤挺花用作室內植物或季節性觀賞植物。這可以讓兒童接觸到它，他們可能更容易受到植物毒性的影響。在處理或移植這種植物時戴上手套是安全的做法。    關於毒性的進一步資訊    ,    對狗有毒   孤挺花的球形燈泡對犬科動物有劇毒，應放在它們夠不到的地方。這些植物的花和葉也有毒，但通常毒性較小。攝入後的症狀可能包括嘔吐、腹瀉、胃痛、過度流口水、顫抖和食慾不振。反應很少會危及生命，但通常仍建議去看獸醫。小心喜歡在花園裡挖東西的狗——它們可能會發現一個Amaryllis belladonna燈泡，並將它與玩具混淆。    關於毒性的進一步資訊    ,    對貓有毒   孤挺花植物含有石蒜鹼和其他對貓極其有害的有毒物質；立即尋求獸醫的注意，以避免降低血壓和呼吸的並發症。這些危險的毒素位於葉子和莖中，並且在鱗莖中濃度最高。中毒症狀包括嘔吐、腹瀉、流口水、顫抖和虛弱。    關於毒性的進一步資訊    
    對人體有中度毒性        孤挺花 ，如朱頂紅，具有毒性，如果食用或接觸會影響人類，特別是如果有目的地大量食用。食用這種植物的效果適中，這是由於葉、莖、球莖和花中含有生物鹼。觸摸樹液會引起輕微的皮膚刺激。這些植物部分引起的輕微症狀包括腹瀉、嘔吐和流涎過多，而更嚴重的症狀包括血壓降低、抽搐、顫抖和心悸。兒童可能特別容易受到這些有毒植物的傷害，這些植物通常作為裝飾性花園中的觀賞植物出現。    關於毒性的進一步資訊    ,    對狗有毒   孤挺花的球形燈泡對犬科動物有劇毒，應放在它們夠不到的地方。這些植物的花和葉也有毒，但通常毒性較小。攝入後的症狀可能包括嘔吐、腹瀉、胃痛、過度流口水、顫抖和食慾不振。反應很少會危及生命，但通常仍建議去看獸醫。小心喜歡在花園裡挖東西的狗——它們可能會發現一個Hippeastrum striatum燈泡，並將它與玩具混淆。    關於毒性的進一步資訊    ,    對貓有毒   孤挺花屬的許多物種和品種對貓來說是劇毒的，攝入會導致獸醫緊急情況。根據物種的不同，毒素（石蒜鹼和其他生物鹼）可能存在於植物的所有部分，尤其是球莖。中毒的典型症狀包括嘔吐、腹瀉、流口水、心律失常和低血壓、抽搐、食慾不振、嗜睡和震顫。    關於毒性的進一步資訊    
    對狗有毒   孤挺花的球形燈泡對犬科動物有劇毒，應放在它們夠不到的地方。這些植物的花和葉也有毒，但通常毒性較小。攝入後的症狀可能包括嘔吐、腹瀉、胃痛、過度流口水、顫抖和食慾不振。反應很少會危及生命，但通常仍建議去看獸醫。小心喜歡在花園裡挖東西的狗——它們可能會發現一個Hippeastrum vittatum燈泡，並將它與玩具混淆。     ,,
,,
    對人體有輕微毒性        枸骨漿果如果攝入有毒，因為它們含有化學皂苷。攝入少至兩個漿果可能會出現症狀，包括嘔吐、脫水、腹瀉和嗜睡。兒童特別容易食用枸骨漿果，因為它們通常用作聖誕裝飾品，而且它們鮮紅的顏色讓小孩子看起來可以食用。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有中度毒性        皋月杜鵑是杜鵑 花屬的成員，所有這些成員在所有組織中都含有不同程度的毒素，稱為 Grayanotoxin。身體接觸會導致敏感人群出現皮疹，花粉會刺激粘膜，攝入後會導致人類噁心、嘔吐、心律失常、低血壓和幻覺。 Grayanotoxin 非常強，即使是杜鵑花花粉製成的蜂蜜中所含的量也會產生負面影響。    關於毒性的進一步資訊    ,    對狗有毒   各種皋月杜鵑 （ Rhododendron indicum ）對狗都具有難以置信的毒性，僅少量即可致死。植物的所有部分都是有毒的，攝入會首先導致嘔吐和過度流涎，導致虛弱、視力喪失，甚至可能死亡。如果您懷疑您的狗甚至吃了幾片葉子，則需要立即進行獸醫治療。    關於毒性的進一步資訊    ,    對貓有毒   皋月杜鵑中毒可能是貓的緊急醫療緊急情況。 Rhododendron indicum植物的葉子、樹枝和花朵含有有害的灰毒素。中毒的最初跡像在攝入後數小時出現，包括過度流涎、嘔吐、腹瀉、腹脹和絞痛，然後是昏迷、心力衰竭或死亡。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        覆互狀櫟樹的組織含有單寧，包括在它的葉子和種子中。這使得這種植物對大多數動物來說非常苦澀，它們往往不會理會它。然而，年幼的兒童和有認知障礙的人最終可能會吞下樹的一部分。單寧主要引起消化問題，例如便秘、腹瀉、噁心、痙攣和絞痛。最終，那些接觸到它的人會出現抑鬱症狀，並且在身體試圖排出毒素時經常排出變色的尿液。任何被整個吞下的橡子也會使孩子窒息或阻塞他們的腸道。讓孩子遠離這種植物。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對狗有毒   福祿桐對狗有輕度毒性。咀嚼葉子或莖，或以其他方式接觸其汁液，會刺激口腔、皮膚和/或胃腸道。不良福祿桐反應的症狀包括用爪子抓嘴、極度口渴、皮膚瘙癢或起泡、嘔吐、腹瀉以及面部、鼻子或喉嚨腫脹。如果狗正在經歷強大的系統或看起來非常不舒服，則應將它們帶到獸醫處。值得慶幸的是， 福祿桐中毒很少嚴重到足以造成持久的損害。    關於毒性的進一步資訊    ,    對貓有毒   福祿桐 （ Polyscias guilfoylei ）的葉子對貓有輕度至中度毒性，接觸後會引起皮膚刺激，食用後會引起胃病。如果食用了足夠的量，您的罐頭可能會出現食慾不振和嘔吐的跡象。如果出現任何這些症狀，請諮詢您的獸醫進行治療。    關於毒性的進一步資訊    ,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        經常或大量食用葉子或芽最有可能發生鳳仙花中毒。有症狀和中毒的記載的案例有限的信息鳳仙花 ，但與風濕病，關節炎，腎結石，痛風，胃酸過多和個人有吃植物的不利影響的風險較高。烹飪葉子和芽可降低這些部分的毒性。這種植物也被稱為利尿劑，因此它可以與藥物鋰產生負面相互作用，增加它在體內的時間。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有輕微毒性        鳳凰木需要遠離小孩。它的樹皮、花朵、葉子、種子莢，尤其是它的種子含有有毒的糖肽。吃多了會出現噁心、腹痛、嘔吐、腹瀉等症狀。極端劑量會導致心跳加速和失去知覺。如果你的院子裡有一個鳳凰木 ，一定要定期清理，尤其是如果你有小孩的話。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        粉團的漿果被認為具有輕微毒性，尤其是當它們未完全成熟時。它們含有高含量的多酚和糖苷，如果攝入足夠多的漿果，會刺激胃，導致噁心、流涎過多、胃痛、腹瀉和嘔吐。它們應該遠離兒童和認知障礙者；將它們安全地隔離或根除。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對狗有毒      關於毒性的進一步資訊    ,    對貓有毒      關於毒性的進一步資訊    ,
    對狗有毒   翡翠木對狗有中等毒性。狗喜歡吃這種非常常見的室內植物的多汁葉子，但這種植物的每一部分都對它們有毒。攝入會導致胃部不適、過度流口水、心跳不規則和抑鬱。嚴重的並發症很少見，但如果您懷疑您的狗吃掉了部分翡翠木最好聯繫獸醫。    關於毒性的進一步資訊    ,    對貓有毒   翡翠木 （ Crassula ovata ）對貓毒性極大，如果不及時治療可能會致命。葉子中存在的確切有毒化合物仍然未知，但攝入的常見症狀包括嘔吐、肌肉功能喪失和心率減慢。治療這種情況需要獸醫的注意，貓主人不應試圖自行治療。皮膚接觸也可能引起刺激。    關於毒性的進一步資訊    ,
    對人體有輕微毒性           關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        肥皂草在植物的所有部位都含有皂苷，大量攝入對人體有輕度毒性。種子含有比其他部分更多的這些有毒化合物。不建議食用這種植物的任何部分。因食用過多的肥皂草中毒可能導致嘔吐和腹瀉等症狀。    關於毒性的進一步資訊    ,,
,,
    對狗有毒   非洲天門冬對狗有輕微的毒性。由於這是一種常見的室內植物，狗很容易暴露在外。將它們放在寵物接觸不到的地方，因為與葉子或汁液的身體接觸會導致皮疹。食用任何部分，包括其莖、葉和果實，都會導致嘔吐、腹瀉和一般胃腸道不適。幸運的是， 非洲天門冬很少被消耗到足以引發嚴重反應的數量。    關於毒性的進一步資訊    ,    對貓有毒   非洲天門冬 （ Asparagus densiflorus ）的葉子輕盈而有彈性，是頑皮貓的誘人目標，但這種植物在皮膚接觸和攝入時具有輕度至中度中毒風險。葉子會引起皮膚刺激以及嚴重的腹瀉和嘔吐。如果您的貓有一個非洲天門冬請致電您的獸醫。    關於毒性的進一步資訊    ,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        如果接觸或攝入， 非洲霸王樹具有可能傷害人類的毒性。最常見的是，效果是溫和的。這種植物有毒，因為它的汁液貫穿其中，包括尖刺下面的樹幹。如果樹液接觸到皮膚，尖刺會刺破皮膚，或者樹液被攝入，就會引起疼痛、麻木和刺激。這些植物作為觀賞性室內植物很受歡迎，因此兒童很容易接觸到，他們可能會不小心接觸到樹液。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對狗有毒   雖然苦味通常可以防止狗吃太多葉子，但番仔林投 （ Dracaena angustifolia ）會造成中度至重度危害。植物的所有部分都有毒，但葉子是最常食用的部分。攝入會導致食慾不振、腹瀉和嘔吐。如果出現這些症狀的嚴重版本，應尋求獸醫的注意。業主應注意，因為這是一種非常常見的室內植物，也可能在商場和其他公共場所遇到。     ,    對貓有毒   由於它們的皂苷含量， 番仔林投家族的植物對貓有中等毒性。根據物種的不同，可能只有葉子有毒，或者整株植物都有毒。中毒最常見的症狀是腹瀉、嘔吐、流口水、瞳孔放大、食慾不振、虛弱和心跳加快。更嚴重的症狀可能需要去看獸醫。     ,
,,
    對狗有毒   食用某些番薯 Ipomoea batatas屬的成員）的種子會導致狗輕度至重度中毒。幾種有害生物鹼高度集中在種子中。輕度中毒的症狀包括嘔吐、腹瀉、意識模糊或失去協調能力。更嚴重的中毒可能導致幻覺、震顫或肝功能衰竭。 番薯中毒的情況下，有必要去看獸醫。     ,    對貓有毒   藤蔓、花朵，尤其是番薯種子對貓有中度到重度的毒性，可能需要就醫。少量攝入可能會導致類似於過敏反應的症狀。在更大的接觸中，症狀更嚴重，包括嘔吐、定向障礙、腹瀉、震顫和幻覺。     ,
,,
    對狗有毒   忠於這種植物的聲譽，食用番茄對狗來說可能是劇毒的，需要立即引起獸醫注意。這些植物的所有部分都含有多種有毒物質，會導致食慾不振、流口水過多、嘔吐、腹瀉、瞳孔放大、意識模糊、行為改變和虛弱。在更嚴重的情況下，可能會出現呼吸困難、心率降低、昏迷甚至死亡，因此如果您的寵物接觸過這種植物，請將其視為醫療緊急情況。     ,    對貓有毒   正如其名聲，這種植物對貓有劇毒，如果您的寵物攝入了這種植物，應立即就醫。 番茄品種在其所有部分都帶有毒藥，而在其他品種中，它只有一部分，例如漿果。最常見的症狀是嚴重的胃腸道不適、腹瀉、意識模糊、流口水、食慾不振、虛弱、瞳孔放大和心率減慢。     ,
,,
,,
,,
    對人體有輕微毒性        如果攝入， 法國金雀花會引起人類的不良反應。花和種子都含有生物鹼，使它們具有毒性。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有輕微毒性        由於這種植物含有的毒性，攝入或接觸鵝掌蘗可能會導致負面反應。症狀通常為輕度至中度。如果觸摸樹液是危險的，如果攝入莖和葉是有毒的，因為其中含有草酸鈣晶體。接觸樹液的後果可能是皮疹、疼痛和腫脹，而攝入植物部分的後果可能是口腔灼痛、麻木、窒息以及嘔吐。因為它是一種觀賞性室內植物，所以兒童很容易接觸到它。如果兒童接觸或攝入這種植物的任何部分，他們可能更容易受到這種植物的影響。    關於毒性的進一步資訊    ,    對狗有毒   Schefflera arboricola屬的成員對狗有輕微到高度的毒性。草酸鈣晶體見於各個部位的鵝掌蘗 。攝入草酸鈣會引起口腔和喉嚨周圍的刺激和灼痛。反過來，這通常會導致吞嚥困難和食慾不振。可能會出現嘔吐和腹瀉。在極端情況下，當大量食用時，可能會發生腎功能衰竭、昏迷或死亡——值得慶幸的是，因為這些植物會立即引起狗的反感，所以它們很少會吃得超過一點點。    關於毒性的進一步資訊    ,    對貓有毒   不要讓您的貓咀嚼中等毒性的鵝掌蘗 。在植物的每個部分都發現了一種毒素，會導致您的貓過度流口水、口腔灼熱、嘔吐和吞嚥困難。貓通常會完全康復，但最好聯繫您的獸醫以獲取有關如何幫助減輕貓不適的建議。    關於毒性的進一步資訊    
    對人體有輕微毒性        除非你過敏，否則鵝莓漿果並不十分危險，儘管吃得太多會導致腹瀉。相反，問題出在葉子上，尤其是嫩葉上。它們含有氰化氫前體，當葉子暴露於胃酸時會釋放出來。氰化氫是一種有毒氣體，可通過粘膜吸收並攻擊系統。它會迅速引起頭暈、頭痛、心跳和呼吸加快、嘔吐、嘴唇櫻桃紅、皮膚發青、抽搐、心律不齊、呼吸和心力衰竭、昏迷，並最終死亡。把你院子裡的任何醋栗植物圍起來，讓孩子們遠離。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有輕微毒性        由於是櫟屬（橡樹）的成員， 俄勒岡白橡樹很可能具有毒性。如果攝入，植物的某些部分會引起輕度到中度的症狀。潛在有毒的部分是嫩葉和橡子，它們含有稱為單寧的化合物。攝入嫩葉和橡子的症狀包括胃部不適、便秘、血便、腹瀉、極度口渴和多尿。在最壞的情況下，腎臟會受到影響。兒童可能能夠輕鬆接觸、撿起和食用這些有毒植物部分，因為俄勒岡白橡樹在公園和院子裡很受歡迎。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        羽扇豆屬的成員是多年生開花植物，通常在美國各地的草地上發現。它們對動物，尤其是馬，牛和羊有劇毒。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        被多花野碗豆污染的穀物會直接危及食用麵包或其他由其製成的食物的人。 多花野碗豆也會對兒童和認知障礙者構成危險，他們可能會將其放入口中或當作零食食用。它的種子含有一種氰化物，當它們接觸胃酸時會釋放並變成氰化物氣體。正是這種氣體造成了損害。吃得太多會導致嚴重到致命的呼吸和心臟問題。低劑量可引起嘔吐、絞痛、頭痛、胸悶、激動、肌肉無力和抽搐。即使是小劑量的氰化物也可能致命。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有輕微毒性        多刺楤木帶有其自身的特殊毒素，一種幾乎是龍牙屬獨有的毒素。 Araliin 是一種壽命短但令人不快的化學物質，如果食用，會導致人類出現短暫的接觸性皮疹，包括口腔和喉嚨內部。它存在於樹皮和根中，但最集中在漿果中。這些看起來很美味，被許多對阿拉伯糖素沒有問題的不同生物吞食。但是，如果您的孩子或其他任何人吃了這些漿果，araliin 會刺激整個胃系統，導致流口水、噁心、嘔吐和腹瀉。讓這種植物遠離兒童和有認知障礙的人可以接觸到的地方。    關於毒性的進一步資訊    ,    對貓有毒   如果攝入，這個多刺楤木對貓有輕微的毒性。植物的有毒部分包括未成熟的漿果、樹皮和根。漿果成熟時不被認為是有毒的。中毒症狀包括過度流口水、嘔吐和腹瀉。    關於毒性的進一步資訊    ,
,,
    對人體有高度毒性        鈍釘頭果散發出乳白色乳膠，如果攝入會中毒。植物的所有部分都含有這種乳膠，如果它們損壞或破裂，就會暴露在外。雖然處理鈍釘頭果通常是安全的，但接觸這種乳膠可能會導致一些問題。胃部不適是攝入乳膠的人的主要症狀。處理這種植物時要小心，因為有些人在皮膚接觸乳膠後出現皮疹和瘙癢。讓兒童遠離，以免意外攝入。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對人體有高度毒性        毒漆藤所有部分都含有一種有毒油（漆酚），會導致大多數人的皮膚刺激。這種刺激是由直接或間接接觸植物材料（包括接觸鞋子或接觸植物的動物）引起的過敏反應引起的。甚至燃燒植物產生的煙霧也會引起毒性反應。接觸最有可能是意外發生，因為這種植物在各種環境中都很常見，包括森林、路邊、空地等。症狀可能包括嚴重的水泡、瘙癢和可能持續很長時間的炎症。    關於毒性的進一步資訊    ,,
,,
    對人體有高度毒性        毒參的任何部分都會產生嚴重的影響，即使只攝入了很少量。它的毒素以神經系統為目標，影響神經衝動向肌肉的傳遞。症狀會在攝入後一小時內出現，包括肌肉疼痛和/或虛弱、無法說話、流涎、心率先快後慢、顫抖、瞳孔擴大、消化道不適，有時還會失去知覺。嚴重的病例會導致腎臟或呼吸衰竭、神經系統和肌肉的長期損傷，甚至死亡。 毒參路邊和廢棄地區，過去曾與野生歐洲防風草混淆，後者是中毒的典型原因。    關於毒性的進一步資訊    ,    對貓有毒   顧名思義， 毒參 （ Conium maculatum ）對貓有劇毒，即使少量食用也會導致死亡。接觸過這種植物的貓應該被送往緊急獸醫專家處接受治療，以防止嚴重的長期疾病，包括癱瘓。葉子是羽毛狀的，可能會引誘貓玩它！    關於毒性的進一步資訊    ,
    對狗有毒      關於毒性的進一步資訊    ,    對貓有毒      關於毒性的進一步資訊    ,
,,
,,
,,
,,
    對人體有中度毒性        東北紅豆杉被認為是現存最毒的樹之一。除了漿果果肉之外，它的每一部分都充滿了被稱為紫杉鹼的有毒生物鹼。這些毒素在冬天濃度最高，即使樹死了也仍然很危險。紫杉素可以通過皮膚吸收，因此在處理這棵樹時要戴上手套，以防止樹液沾到皮膚上。除了引起嚴重的消化不良外，taxines 還會導致心跳緩慢和/或不規則，從而導致頭暈、頭痛、震顫以及心臟和呼吸窘迫。最終，血壓會下降到致命的水平；呼吸或心力衰竭也可能發生。    關於毒性的進一步資訊    ,    對狗有毒   Taxus cuspidata屬內的所有物種，通常稱為東北紅豆杉 ，對狗有劇毒。懷疑食用後有必要去看獸醫。植物的所有部分都含有紫杉鹼生物鹼，即使攝入很少量也是危險的；種子和葉子的濃度最高。紫杉鹼中毒的症狀包括嘔吐、腹瀉、瞳孔放大、虛弱、呼吸困難，在某些情況下還會出現昏迷或死亡。    關於毒性的進一步資訊    ,    對貓有毒   劇毒，貓絕對應該遠離東北紅豆杉 。植物的所有部分都含有毒素紫杉鹼，可導致肌肉震顫、呼吸窘迫、心力衰竭和死亡。這是一種危及生命的情況，如果您懷疑攝入了這種植物的任何部分，您必須立即帶您的貓去看獸醫。    關於毒性的進一步資訊    
,,
    對人體有中度毒性        如果大量攝入， 冬青衛矛的所有部分都被認為是有毒的。症狀從輕微到危及生命不等，包括嘔吐、虛弱、腹瀉、發冷、抽搐和昏迷。由於這些植物通常用作觀賞性籬笆，您應該注意任何可能遇到這種植物、被其五顏六色的葉子和花朵所吸引並可能想吃掉它們的孩子。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有輕微毒性        蝶豆植物，豌豆科的一員，人類通常不能食用，其根和種子中含有毒素。食用它會導致嚴重的消化不良，包括噁心、嘔吐和腹瀉。據報導，即使是用花製成的淡茶也會導致成年人出現這些症狀。吃得太多會導致長期的痛苦和更嚴重的並發症。小孩子應該遠離這種植物。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        帝錦是一種中等毒性的植物。多肉植物的所有部分從根部到粗莖和樹冠的汁液都是有毒的。被稱為乳膠的汁液會在接觸時刺激皮膚，導致發紅和發炎。皮膚也可能會發癢並對陽光變得敏感。接觸開放性傷口上的汁液是痛苦的，並且會減慢癒合過程。該植物不可食用。攝入多肉植物的任何部分都會導致胃腸道不適。由於這種植物的獨特形狀，它對很容易接觸到有毒乳膠的小孩很有吸引力。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,,
,,
,,
,,
,,
    對人體有輕微毒性        德克薩斯活櫟 具有潛在的毒性，如果攝入可能會傷害人類。攝入會導致輕度或中度症狀。葉子和橡子含有有毒的單寧，應該避免。食用未經加工的樹葉或橡子會導致胃部不適、噁心、嘔吐和腹瀉。這些樹木在公園和院子裡很常見，讓弱勢群體很容易接觸到它們。兒童尤其容易受到傷害，因為他們很容易撿起並咀嚼植物的有毒部分而沒有意識到危險。    關於毒性的進一步資訊    ,,
    對人體有輕微毒性        對雛菊科（菊科）植物敏感的一些個體， 德國洋甘菊的花會引起輕微的過敏反應。過敏反應的症狀可能包括發癢、發紅、發炎的皮疹。如果您的病情因暴露於雌激素而變得更糟，則不建議局部食用或使用德國洋甘菊它也可能會干擾麻醉，不應在手術後兩週內食用或局部應用。如果在眼睛附近使用德國洋甘菊    關於毒性的進一步資訊    ,,
    對人體有輕微毒性        倒提壺 e 的每一部分都含有被稱為吡咯里西啶生物鹼的毒素，它可以使人類（尤其是小孩）嚴重生病甚至死亡。除了可能導致食用者患肝癌外，這種植物還會引起一系列越來越嚴重的症狀，具體取決於食用量以及受害者的體型和脆弱程度。這些症狀從噁心、胃痛、嘔吐、腹瀉和食慾不振開始，然後發展為肝臟和脾臟腫脹、黃疸、腹部腫脹，最終可能對肝臟、脾臟甚至心臟造成致命損害。讓 Hound 的舌頭遠離您的孩子，並遠離任何必須被監視以防止他們傷害自己的人。    關於毒性的進一步資訊    ,,
,,
    對貓有毒   到手香 （ Coleus amboinicus ）植物的所有部分都應該被認為是貓的禁地，因為接觸會導致從輕度到重度的中毒。如果您看到您的貓咀嚼這種植物，請諮詢獸醫。如果您的貓碰到葉子中的精油，會引起刺激和灼痛，攝入後不僅會刺激口腔，還會引起嘔吐和腹瀉，可能是血腥、呼吸困難、肌肉無力和震顫。     ,,
,,
,,
,,
,,
,,
    對人體有中度毒性        如果攝入或觸摸， 黛粉葉芋會引起負面反應。症狀從中度到重度不等，如果氣道阻塞可能會很危險。由於這種植物中含有草酸鈣，其葉子和汁液具有毒性。食入後可引起口唇腫脹、流口水、言語不清、呼吸困難等症狀；觸摸時，它們會引起疼痛的皮疹或眼睛刺激。由於這些植物通常在室內作為裝飾植物被發現，因此將它們放在小孩身邊時要小心。處理這種植物時一定要戴手套。    關於毒性的進一步資訊    ,    對狗有毒   黛粉葉芋所有部分在攝入時對狗都有中度毒性。由於樹液的針狀晶體嵌入組織中，症狀包括嘴唇、舌頭和喉嚨灼熱和腫脹。也可能出現吞嚥困難、噁心、嘔吐和腹瀉；如果這些症狀變得更嚴重，可能需要去看獸醫，因為它們有時是致命的。即使局部接觸樹液也會引起皮膚刺激。    關於毒性的進一步資訊    ,    對貓有毒   黛粉葉芋 （ Dieffenbachia seguine ）對寵物有中等毒性。咀嚼植物的任何部分都會釋放草酸鈣晶體，刺激口腔，引起疼痛和腫脹，攝入可能導致嘔吐。有時氣道也會膨脹，使貓呼吸困難。在這種情況下，可能需要獸醫干預。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
    對人體有輕微毒性           關於毒性的進一步資訊    ,,
,,
,,
,,
    對狗有毒   Kalanchoe daigremontiana屬的物種對狗有劇毒。如果您懷疑您的狗吃了任何數量的大葉落地生根植物，您應該立即尋求獸醫的注意。這些植物的所有部分都含有可能影響狗的心臟和神經系統的毒素，儘管花朵通常是毒性最大的。攝入會導致腹瀉、嘔吐、唾液分泌過多、食慾不振、協調性喪失和全身無力。更嚴重的病例可能會出現癲癇發作、心率異常、虛脫或死亡。     ,    對貓有毒   許多大葉落地生根 （ Kalanchoe daigremontiana ）品種對貓有毒，懷疑食用時必須立即就醫。稱為蟾蜍二烯內酯的有害毒素存在於植物的所有部位，尤其是在花朵中。中毒的最初症狀是嘔吐、腹瀉、流口水、心率變化、虛弱和四肢發冷，但如果不及時治療，中毒會導致心臟驟停和死亡。     ,
,,
,,
    對人體有輕微毒性        大羊蹄的葉子含有草酸，如果被人類大量食用，可能會有毒。草酸中毒可導致中度疾病，症狀可能包括嘔吐、胃痛、口腔和喉嚨痛、虛脫和癲癇發作。植物的乳白色汁液也會在接觸處引起輕微的皮疹。從大羊蹄中毒最有可能發生在意外攝入大量這種植物。    關於毒性的進一步資訊    ,    對狗有毒   大羊蹄 （ Rumex obtusifolius ）植物的葉子在食用時對狗有中度毒性，所以如果你的狗靠近這種植物，請小心。葉子含有稱為草酸鹽的毒素，如果大量食用，會導致器官損傷和心力衰竭。即使少量， 大羊蹄也會引起胃部不適。    關於毒性的進一步資訊    ,    對貓有毒   許多Rumex obtusifolius屬植物含有可溶性草酸鹽，對貓有毒的化學物質。 大羊蹄植物的任何部分都會導致輕度中毒，表現為胃腸道紊亂，如嘔吐、痙攣和腹瀉。嚴重或可能致命的情況只有在長期攝入或一次食用大量植物時才會發生。立即就醫，以免發展成更嚴重的情況。    關於毒性的進一步資訊    
,,
    對狗有毒   在咀嚼一個大王秋海棠的任何部分後，狗會感到口腔強烈燃燒並可能開始嘔吐。這種植物的汁液和汁液含有微小而尖銳的晶體，會引起刺激和腫脹。該植物被認為具有輕度至中度毒性，但其根部尤其有毒。如果您的狗的症狀變得嚴重，則可能需要去看獸醫。    關於毒性的進一步資訊    ,    對貓有毒   所有種類的秋海棠對貓都有中度毒性， 大王秋海棠 （ Begonia rex ）也不例外。攝入根、莖、花或葉會引起症狀，包括流涎、口腔潰瘍、無法吞嚥、嘔吐和拒絕進食和飲水。症狀應在四十八小時內消失，但強烈建議獸醫諮詢。    關於毒性的進一步資訊    ,
,,
    對狗有毒   大蒜對狗有中度毒性。燈泡 - 最常用於烹飪的部分 - 是毒性最大的部分。通常，狗會意外地將其作為人類菜餚的一部分攝入，而這些菜餚是作為餐桌殘渣提供給它們的。 大蒜中毒的症狀包括嘔吐、貧血、心率加快和虛弱。可能會出現更嚴重的症狀，包括昏迷和死亡，但極為罕見。通常情況下，狗隻吃到輕微的病。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        大花曼陀羅對人類有極大的毒性。這些植物的所有部分都含有一套有害的生物鹼，儘管這些生物鹼濃度最高的是葉子和種子。攝入這些植物部分——即使是少量——也會導致非常嚴重的疾病。 大花曼陀羅中毒的症狀包括心率加快、瞳孔擴大、平滑肌麻痺、視力模糊，在極端情況下甚至死亡。 大花曼陀羅是備受追捧的觀賞植物，最常見於溫室和花園中（事實上，據信它們已在野外滅絕）。值得慶幸的是，這些植物沒有可食用的相似之處，因此人類攝入的情況非常罕見。    關於毒性的進一步資訊    ,,
,,
,,
,,
